(byte: 00 | bit: 0 | Sbox_index: 0 | index: 78160 | nb shares: 10)  00 =>  0.185789  /  0.000000
(byte: 03 | bit: 0 | Sbox_index: 42 | index: 83752 | nb shares: 2)  40 =>  0.176662  /  0.128422
(byte: 03 | bit: 0 | Sbox_index: 43 | index: 101473 | nb shares: 8)  00 =>  0.076271  /  0.000000
(byte: 03 | bit: 0 | Sbox_index: 44 | index: 81911 | nb shares: 3)  40 =>  0.162321  /  0.117992
(byte: 03 | bit: 0 | Sbox_index: 45 | index: 83357 | nb shares: 2)  00 =>  0.236636  /  0.000000
(byte: 03 | bit: 0 | Sbox_index: 46 | index: 81306 | nb shares: 3)  40 =>  0.204042  /  0.136245
(byte: 03 | bit: 0 | Sbox_index: 47 | index: 81152 | nb shares: 10)  00 =>  0.077575  /  0.000000
(byte: 03 | bit: 0 | Sbox_index: 48 | index: 82567 | nb shares: 3)  40 =>  0.204042  /  0.115385
(byte: 03 | bit: 0 | Sbox_index: 49 | index: 101722 | nb shares: 7)  00 =>  0.072360  /  0.000000
(byte: 03 | bit: 0 | Sbox_index: 50 | index: 80043 | nb shares: 3)  40 =>  0.217080  /  0.121904
(byte: 03 | bit: 0 | Sbox_index: 51 | index: 79830 | nb shares: 15)  00 =>  0.069752  /  0.000000
(byte: 03 | bit: 0 | Sbox_index: 52 | index: 82567 | nb shares: 3)  40 =>  0.244459  /  0.121904
(byte: 03 | bit: 0 | Sbox_index: 53 | index: 81755 | nb shares: 9)  00 =>  0.121904  /  0.000000
(byte: 03 | bit: 0 | Sbox_index: 54 | index: 80072 | nb shares: 3)  40 =>  0.249674  /  0.127119
(byte: 03 | bit: 0 | Sbox_index: 55 | index: 82910 | nb shares: 3)  00 =>  0.117992  /  0.000000
(byte: 03 | bit: 0 | Sbox_index: 56 | index: 82920 | nb shares: 3)  40 =>  0.239244  /  0.141460
(byte: 03 | bit: 0 | Sbox_index: 57 | index: 84211 | nb shares: 3)  00 =>  0.076271  /  0.000000
(byte: 03 | bit: 0 | Sbox_index: 58 | index: 82920 | nb shares: 3)  40 =>  0.163625  /  0.111473
(byte: 03 | bit: 0 | Sbox_index: 59 | index: 81759 | nb shares: 2)  00 =>  0.081486  /  0.000000
(byte: 03 | bit: 0 | Sbox_index: 60 | index: 83752 | nb shares: 2)  40 =>  0.176662  /  0.128422
(byte: 03 | bit: 0 | Sbox_index: 61 | index: 83633 | nb shares: 3)  00 =>  0.073664  /  0.000000
(byte: 03 | bit: 0 | Sbox_index: 62 | index: 81911 | nb shares: 3)  40 =>  0.162321  /  0.117992
(byte: 03 | bit: 0 | Sbox_index: 63 | index: 82860 | nb shares: 2)  00 =>  0.172751  /  0.000000
count: 28/64

(byte: 04 | bit: 0 | Sbox_index: 0 | index: 82988 | nb shares: 2)  00 =>  0.115385  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 1 | index: 82988 | nb shares: 2)  00 =>  0.108866  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 2 | index: 84780 | nb shares: 3)  00 =>  0.082790  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 3 | index: 80345 | nb shares: 2)  00 =>  0.085398  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 4 | index: 87436 | nb shares: 2)  00 =>  0.072360  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 5 | index: 91385 | nb shares: 3)  00 =>  0.080183  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 6 | index: 86138 | nb shares: 2)  00 =>  0.127119  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 7 | index: 88360 | nb shares: 3)  00 =>  0.077575  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 8 | index: 82675 | nb shares: 2)  00 =>  0.110169  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 9 | index: 92723 | nb shares: 3)  00 =>  0.080183  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 10 | index: 85302 | nb shares: 11)  00 =>  0.072360  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 11 | index: 81905 | nb shares: 11)  00 =>  0.086701  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 12 | index: 85346 | nb shares: 2)  00 =>  0.082790  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 13 | index: 77574 | nb shares: 3)  00 =>  0.073664  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 14 | index: 83070 | nb shares: 2)  00 =>  0.078879  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 15 | index: 82736 | nb shares: 2)  00 =>  0.144068  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 16 | index: 80350 | nb shares: 6)  00 =>  0.073664  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 17 | index: 84490 | nb shares: 8)  00 =>  0.072360  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 18 | index: 84601 | nb shares: 3)  c2 =>  0.468709  /  0.194915
(byte: 04 | bit: 0 | Sbox_index: 19 | index: 81444 | nb shares: 3)  c2 =>  0.498696  /  0.170143
(byte: 04 | bit: 0 | Sbox_index: 20 | index: 85181 | nb shares: 3)  c2 =>  0.316167  /  0.155802
(byte: 04 | bit: 0 | Sbox_index: 21 | index: 84558 | nb shares: 3)  c2 =>  0.239244  /  0.116688
(byte: 04 | bit: 0 | Sbox_index: 22 | index: 81138 | nb shares: 3)  c2 =>  0.363103  /  0.123207
(byte: 04 | bit: 0 | Sbox_index: 23 | index: 81561 | nb shares: 3)  c2 =>  0.292699  /  0.204042
(byte: 04 | bit: 0 | Sbox_index: 24 | index: 84558 | nb shares: 3)  c2 =>  0.493481  /  0.219687
(byte: 04 | bit: 0 | Sbox_index: 25 | index: 81138 | nb shares: 3)  c2 =>  0.239244  /  0.153194
(byte: 04 | bit: 0 | Sbox_index: 26 | index: 84780 | nb shares: 3)  c2 =>  0.230117  /  0.124511
(byte: 04 | bit: 0 | Sbox_index: 27 | index: 84558 | nb shares: 3)  c2 =>  0.223598  /  0.121904
(byte: 04 | bit: 0 | Sbox_index: 28 | index: 85346 | nb shares: 2)  c2 =>  0.338331  /  0.132334
(byte: 04 | bit: 0 | Sbox_index: 29 | index: 82988 | nb shares: 2)  00 =>  0.108866  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 30 | index: 84558 | nb shares: 3)  c2 =>  0.235332  /  0.136245
(byte: 04 | bit: 0 | Sbox_index: 31 | index: 80345 | nb shares: 2)  00 =>  0.085398  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 32 | index: 84558 | nb shares: 3)  c2 =>  0.222295  /  0.108866
(byte: 04 | bit: 0 | Sbox_index: 33 | index: 91385 | nb shares: 3)  00 =>  0.080183  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 34 | index: 84601 | nb shares: 3)  c2 =>  0.228814  /  0.107562
(byte: 04 | bit: 0 | Sbox_index: 35 | index: 88360 | nb shares: 3)  00 =>  0.077575  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 36 | index: 84607 | nb shares: 3)  c2 =>  0.207953  /  0.128422
(byte: 04 | bit: 0 | Sbox_index: 37 | index: 92723 | nb shares: 3)  00 =>  0.080183  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 38 | index: 84780 | nb shares: 3)  c2 =>  0.230117  /  0.124511
(byte: 04 | bit: 0 | Sbox_index: 39 | index: 81905 | nb shares: 11)  00 =>  0.086701  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 40 | index: 84780 | nb shares: 3)  c2 =>  0.170143  /  0.111473
(byte: 04 | bit: 0 | Sbox_index: 41 | index: 77574 | nb shares: 3)  00 =>  0.073664  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 42 | index: 82736 | nb shares: 2)  c2 =>  0.175359  /  0.116688
(byte: 04 | bit: 0 | Sbox_index: 43 | index: 82736 | nb shares: 2)  00 =>  0.144068  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 44 | index: 81444 | nb shares: 3)  c2 =>  0.170143  /  0.104954
(byte: 04 | bit: 0 | Sbox_index: 45 | index: 84490 | nb shares: 8)  00 =>  0.072360  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 46 | index: 85346 | nb shares: 2)  c2 =>  0.338331  /  0.132334
(byte: 04 | bit: 0 | Sbox_index: 47 | index: 82988 | nb shares: 2)  00 =>  0.115385  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 48 | index: 84558 | nb shares: 3)  c2 =>  0.235332  /  0.136245
(byte: 04 | bit: 0 | Sbox_index: 49 | index: 84780 | nb shares: 3)  00 =>  0.082790  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 50 | index: 84558 | nb shares: 3)  c2 =>  0.222295  /  0.108866
(byte: 04 | bit: 0 | Sbox_index: 51 | index: 87436 | nb shares: 2)  00 =>  0.072360  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 52 | index: 84601 | nb shares: 3)  c2 =>  0.228814  /  0.107562
(byte: 04 | bit: 0 | Sbox_index: 53 | index: 86138 | nb shares: 2)  00 =>  0.127119  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 54 | index: 84607 | nb shares: 3)  c2 =>  0.207953  /  0.128422
(byte: 04 | bit: 0 | Sbox_index: 55 | index: 82675 | nb shares: 2)  00 =>  0.110169  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 56 | index: 84780 | nb shares: 3)  c2 =>  0.230117  /  0.124511
(byte: 04 | bit: 0 | Sbox_index: 57 | index: 85302 | nb shares: 11)  00 =>  0.072360  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 58 | index: 84780 | nb shares: 3)  c2 =>  0.170143  /  0.111473
(byte: 04 | bit: 0 | Sbox_index: 59 | index: 85346 | nb shares: 2)  00 =>  0.082790  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 60 | index: 82736 | nb shares: 2)  c2 =>  0.175359  /  0.116688
(byte: 04 | bit: 0 | Sbox_index: 61 | index: 83070 | nb shares: 2)  00 =>  0.078879  /  0.000000
(byte: 04 | bit: 0 | Sbox_index: 62 | index: 81444 | nb shares: 3)  c2 =>  0.170143  /  0.104954
(byte: 04 | bit: 0 | Sbox_index: 63 | index: 80350 | nb shares: 6)  00 =>  0.073664  /  0.000000
count: 28/64

(byte: 05 | bit: 0 | Sbox_index: 0 | index: 82711 | nb shares: 2)  00 =>  0.261408  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 1 | index: 77320 | nb shares: 28)  00 =>  0.067145  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 2 | index: 85610 | nb shares: 2)  00 =>  0.101043  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 3 | index: 89474 | nb shares: 2)  00 =>  0.078879  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 4 | index: 84664 | nb shares: 2)  00 =>  0.147979  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 5 | index: 84664 | nb shares: 2)  00 =>  0.145372  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 6 | index: 82521 | nb shares: 2)  00 =>  0.128422  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 7 | index: 85578 | nb shares: 3)  00 =>  0.077575  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 8 | index: 83659 | nb shares: 2)  00 =>  0.086701  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 9 | index: 84596 | nb shares: 2)  00 =>  0.091917  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 10 | index: 83915 | nb shares: 2)  00 =>  0.138853  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 11 | index: 92856 | nb shares: 6)  00 =>  0.076271  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 12 | index: 83923 | nb shares: 2)  00 =>  0.090613  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 13 | index: 87411 | nb shares: 2)  00 =>  0.149283  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 14 | index: 83999 | nb shares: 2)  00 =>  0.082790  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 15 | index: 78307 | nb shares: 2)  00 =>  0.077575  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 16 | index: 86945 | nb shares: 2)  00 =>  0.104954  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 17 | index: 86082 | nb shares: 2)  00 =>  0.078879  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 18 | index: 86231 | nb shares: 3)  af =>  0.355280  /  0.204042
(byte: 05 | bit: 0 | Sbox_index: 19 | index: 84523 | nb shares: 3)  af =>  0.402216  /  0.176662
(byte: 05 | bit: 0 | Sbox_index: 20 | index: 84632 | nb shares: 3)  af =>  0.408735  /  0.184485
(byte: 05 | bit: 0 | Sbox_index: 21 | index: 82530 | nb shares: 3)  af =>  0.210561  /  0.115385
(byte: 05 | bit: 0 | Sbox_index: 22 | index: 86087 | nb shares: 3)  af =>  0.335724  /  0.131030
(byte: 05 | bit: 0 | Sbox_index: 23 | index: 86281 | nb shares: 3)  af =>  0.340939  /  0.217080
(byte: 05 | bit: 0 | Sbox_index: 24 | index: 82530 | nb shares: 3)  af =>  0.486962  /  0.180574
(byte: 05 | bit: 0 | Sbox_index: 25 | index: 86087 | nb shares: 3)  af =>  0.205346  /  0.158409
(byte: 05 | bit: 0 | Sbox_index: 26 | index: 82551 | nb shares: 3)  af =>  0.228814  /  0.124511
(byte: 05 | bit: 0 | Sbox_index: 27 | index: 82530 | nb shares: 3)  af =>  0.191004  /  0.102347
(byte: 05 | bit: 0 | Sbox_index: 28 | index: 86082 | nb shares: 2)  af =>  0.290091  /  0.123207
(byte: 05 | bit: 0 | Sbox_index: 29 | index: 77320 | nb shares: 28)  00 =>  0.067145  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 30 | index: 82530 | nb shares: 3)  af =>  0.248370  /  0.138853
(byte: 05 | bit: 0 | Sbox_index: 31 | index: 89474 | nb shares: 2)  00 =>  0.078879  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 32 | index: 82530 | nb shares: 3)  af =>  0.201434  /  0.108866
(byte: 05 | bit: 0 | Sbox_index: 33 | index: 84664 | nb shares: 2)  00 =>  0.145372  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 34 | index: 86087 | nb shares: 3)  af =>  0.217080  /  0.116688
(byte: 05 | bit: 0 | Sbox_index: 35 | index: 85578 | nb shares: 3)  00 =>  0.077575  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 36 | index: 84632 | nb shares: 3)  af =>  0.187093  /  0.129726
(byte: 05 | bit: 0 | Sbox_index: 37 | index: 84596 | nb shares: 2)  00 =>  0.091917  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 38 | index: 82551 | nb shares: 3)  af =>  0.228814  /  0.124511
(byte: 05 | bit: 0 | Sbox_index: 39 | index: 92856 | nb shares: 6)  00 =>  0.076271  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 40 | index: 84632 | nb shares: 3)  af =>  0.157106  /  0.101043
(byte: 05 | bit: 0 | Sbox_index: 41 | index: 87411 | nb shares: 2)  00 =>  0.149283  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 42 | index: 82530 | nb shares: 3)  af =>  0.163625  /  0.117992
(byte: 05 | bit: 0 | Sbox_index: 43 | index: 78307 | nb shares: 2)  00 =>  0.077575  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 44 | index: 84523 | nb shares: 3)  af =>  0.157106  /  0.127119
(byte: 05 | bit: 0 | Sbox_index: 45 | index: 86082 | nb shares: 2)  00 =>  0.078879  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 46 | index: 86082 | nb shares: 2)  af =>  0.290091  /  0.123207
(byte: 05 | bit: 0 | Sbox_index: 47 | index: 82711 | nb shares: 2)  00 =>  0.261408  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 48 | index: 82530 | nb shares: 3)  af =>  0.248370  /  0.138853
(byte: 05 | bit: 0 | Sbox_index: 49 | index: 85610 | nb shares: 2)  00 =>  0.101043  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 50 | index: 82530 | nb shares: 3)  af =>  0.201434  /  0.108866
(byte: 05 | bit: 0 | Sbox_index: 51 | index: 84664 | nb shares: 2)  00 =>  0.147979  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 52 | index: 86087 | nb shares: 3)  af =>  0.217080  /  0.116688
(byte: 05 | bit: 0 | Sbox_index: 53 | index: 82521 | nb shares: 2)  00 =>  0.128422  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 54 | index: 84632 | nb shares: 3)  af =>  0.187093  /  0.129726
(byte: 05 | bit: 0 | Sbox_index: 55 | index: 83659 | nb shares: 2)  00 =>  0.086701  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 56 | index: 82551 | nb shares: 3)  af =>  0.228814  /  0.124511
(byte: 05 | bit: 0 | Sbox_index: 57 | index: 83915 | nb shares: 2)  00 =>  0.138853  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 58 | index: 84632 | nb shares: 3)  af =>  0.157106  /  0.101043
(byte: 05 | bit: 0 | Sbox_index: 59 | index: 83923 | nb shares: 2)  00 =>  0.090613  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 60 | index: 82530 | nb shares: 3)  af =>  0.163625  /  0.117992
(byte: 05 | bit: 0 | Sbox_index: 61 | index: 83999 | nb shares: 2)  00 =>  0.082790  /  0.000000
(byte: 05 | bit: 0 | Sbox_index: 62 | index: 84523 | nb shares: 3)  af =>  0.157106  /  0.127119
(byte: 05 | bit: 0 | Sbox_index: 63 | index: 86945 | nb shares: 2)  00 =>  0.104954  /  0.000000
count: 28/64

(byte: 06 | bit: 0 | Sbox_index: 0 | index: 87974 | nb shares: 2)  00 =>  0.098435  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 1 | index: 80671 | nb shares: 2)  00 =>  0.076271  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 2 | index: 85480 | nb shares: 2)  00 =>  0.227510  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 3 | index: 87121 | nb shares: 3)  00 =>  0.099739  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 4 | index: 83246 | nb shares: 6)  00 =>  0.080183  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 5 | index: 85479 | nb shares: 2)  00 =>  0.120600  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 6 | index: 85532 | nb shares: 10)  00 =>  0.073664  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 7 | index: 86161 | nb shares: 10)  00 =>  0.119296  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 8 | index: 85805 | nb shares: 6)  00 =>  0.071056  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 9 | index: 83240 | nb shares: 11)  00 =>  0.086701  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 10 | index: 95991 | nb shares: 2)  00 =>  0.076271  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 11 | index: 91931 | nb shares: 18)  00 =>  0.077575  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 12 | index: 95168 | nb shares: 3)  00 =>  0.074967  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 13 | index: 87691 | nb shares: 6)  00 =>  0.074967  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 14 | index: 84521 | nb shares: 2)  00 =>  0.102347  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 15 | index: 79061 | nb shares: 14)  00 =>  0.076271  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 16 | index: 82459 | nb shares: 2)  00 =>  0.071056  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 17 | index: 94330 | nb shares: 4)  00 =>  0.073664  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 18 | index: 86926 | nb shares: 3)  72 =>  0.500000  /  0.174055
(byte: 06 | bit: 0 | Sbox_index: 19 | index: 84877 | nb shares: 3)  72 =>  0.351369  /  0.166232
(byte: 06 | bit: 0 | Sbox_index: 20 | index: 87121 | nb shares: 3)  72 =>  0.249674  /  0.142764
(byte: 06 | bit: 0 | Sbox_index: 21 | index: 85101 | nb shares: 3)  72 =>  0.211864  /  0.110169
(byte: 06 | bit: 0 | Sbox_index: 22 | index: 87105 | nb shares: 3)  72 =>  0.211864  /  0.098435
(byte: 06 | bit: 0 | Sbox_index: 23 | index: 85101 | nb shares: 3)  72 =>  0.407432  /  0.154498
(byte: 06 | bit: 0 | Sbox_index: 24 | index: 86018 | nb shares: 3)  72 =>  0.377445  /  0.177966
(byte: 06 | bit: 0 | Sbox_index: 25 | index: 84892 | nb shares: 3)  72 =>  0.243155  /  0.154498
(byte: 06 | bit: 0 | Sbox_index: 26 | index: 86926 | nb shares: 3)  72 =>  0.235332  /  0.117992
(byte: 06 | bit: 0 | Sbox_index: 27 | index: 86240 | nb shares: 3)  72 =>  0.200130  /  0.112777
(byte: 06 | bit: 0 | Sbox_index: 28 | index: 85101 | nb shares: 3)  72 =>  0.192308  /  0.114081
(byte: 06 | bit: 0 | Sbox_index: 29 | index: 80671 | nb shares: 2)  00 =>  0.076271  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 30 | index: 85101 | nb shares: 3)  72 =>  0.177966  /  0.117992
(byte: 06 | bit: 0 | Sbox_index: 31 | index: 87121 | nb shares: 3)  00 =>  0.099739  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 32 | index: 86018 | nb shares: 3)  72 =>  0.200130  /  0.123207
(byte: 06 | bit: 0 | Sbox_index: 33 | index: 85479 | nb shares: 2)  00 =>  0.120600  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 34 | index: 86926 | nb shares: 3)  72 =>  0.231421  /  0.106258
(byte: 06 | bit: 0 | Sbox_index: 35 | index: 86161 | nb shares: 10)  00 =>  0.119296  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 36 | index: 86452 | nb shares: 3)  72 =>  0.240548  /  0.120600
(byte: 06 | bit: 0 | Sbox_index: 37 | index: 83240 | nb shares: 11)  00 =>  0.086701  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 38 | index: 86926 | nb shares: 3)  72 =>  0.235332  /  0.117992
(byte: 06 | bit: 0 | Sbox_index: 39 | index: 91931 | nb shares: 18)  00 =>  0.077575  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 40 | index: 87121 | nb shares: 3)  72 =>  0.184485  /  0.120600
(byte: 06 | bit: 0 | Sbox_index: 41 | index: 87691 | nb shares: 6)  00 =>  0.074967  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 42 | index: 86018 | nb shares: 3)  72 =>  0.128422  /  0.115385
(byte: 06 | bit: 0 | Sbox_index: 43 | index: 79061 | nb shares: 14)  00 =>  0.076271  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 44 | index: 87528 | nb shares: 2)  72 =>  0.258801  /  0.120600
(byte: 06 | bit: 0 | Sbox_index: 45 | index: 94330 | nb shares: 4)  00 =>  0.073664  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 46 | index: 85101 | nb shares: 3)  72 =>  0.192308  /  0.114081
(byte: 06 | bit: 0 | Sbox_index: 47 | index: 87974 | nb shares: 2)  00 =>  0.098435  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 48 | index: 85101 | nb shares: 3)  72 =>  0.177966  /  0.117992
(byte: 06 | bit: 0 | Sbox_index: 49 | index: 85480 | nb shares: 2)  00 =>  0.227510  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 50 | index: 86018 | nb shares: 3)  72 =>  0.200130  /  0.123207
(byte: 06 | bit: 0 | Sbox_index: 51 | index: 83246 | nb shares: 6)  00 =>  0.080183  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 52 | index: 86926 | nb shares: 3)  72 =>  0.231421  /  0.106258
(byte: 06 | bit: 0 | Sbox_index: 53 | index: 85532 | nb shares: 10)  00 =>  0.073664  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 54 | index: 86452 | nb shares: 3)  72 =>  0.240548  /  0.120600
(byte: 06 | bit: 0 | Sbox_index: 55 | index: 85805 | nb shares: 6)  00 =>  0.071056  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 56 | index: 86926 | nb shares: 3)  72 =>  0.235332  /  0.117992
(byte: 06 | bit: 0 | Sbox_index: 57 | index: 95991 | nb shares: 2)  00 =>  0.076271  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 58 | index: 87121 | nb shares: 3)  72 =>  0.184485  /  0.120600
(byte: 06 | bit: 0 | Sbox_index: 59 | index: 95168 | nb shares: 3)  00 =>  0.074967  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 60 | index: 86018 | nb shares: 3)  72 =>  0.128422  /  0.115385
(byte: 06 | bit: 0 | Sbox_index: 61 | index: 84521 | nb shares: 2)  00 =>  0.102347  /  0.000000
(byte: 06 | bit: 0 | Sbox_index: 62 | index: 87528 | nb shares: 2)  72 =>  0.258801  /  0.120600
(byte: 06 | bit: 0 | Sbox_index: 63 | index: 82459 | nb shares: 2)  00 =>  0.071056  /  0.000000
count: 28/64

(byte: 07 | bit: 0 | Sbox_index: 0 | index: 85983 | nb shares: 11)  00 =>  0.073664  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 1 | index: 87421 | nb shares: 2)  00 =>  0.147979  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 2 | index: 89197 | nb shares: 3)  00 =>  0.082790  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 3 | index: 88646 | nb shares: 3)  00 =>  0.093220  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 4 | index: 88290 | nb shares: 2)  00 =>  0.175359  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 5 | index: 85501 | nb shares: 2)  00 =>  0.082790  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 6 | index: 90512 | nb shares: 2)  00 =>  0.081486  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 7 | index: 78151 | nb shares: 3)  00 =>  0.078879  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 8 | index: 85216 | nb shares: 7)  00 =>  0.085398  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 9 | index: 86298 | nb shares: 2)  00 =>  0.091917  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 10 | index: 89773 | nb shares: 2)  00 =>  0.117992  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 11 | index: 86532 | nb shares: 2)  00 =>  0.115385  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 12 | index: 86493 | nb shares: 2)  00 =>  0.123207  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 13 | index: 84164 | nb shares: 2)  00 =>  0.084094  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 14 | index: 100891 | nb shares: 2)  00 =>  0.176662  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 15 | index: 90376 | nb shares: 2)  00 =>  0.192308  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 16 | index: 95678 | nb shares: 2)  00 =>  0.089309  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 17 | index: 82115 | nb shares: 4)  00 =>  0.082790  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 18 | index: 87243 | nb shares: 3)  d3 =>  0.280965  /  0.168840
(byte: 07 | bit: 0 | Sbox_index: 19 | index: 87221 | nb shares: 3)  d3 =>  0.296610  /  0.134941
(byte: 07 | bit: 0 | Sbox_index: 20 | index: 89677 | nb shares: 3)  d3 =>  0.475228  /  0.193611
